Label,Tweet,Tokenization,Stop_Removal,Tweet_Stemmed
HS,"allah jika mereka menempuh cara curang utk memenangkan penista agama engkau kirimkanlah malaikat maut utk menyelesu","['allah', 'jika', 'mereka', 'menempuh', 'cara', 'curang', 'utk', 'memenangkan', 'penista', 'agama', 'engkau', 'kirimkanlah', 'malaikat', 'maut', 'utk', 'menyelesu']","['allah', 'menempuh', 'curang', 'utk', 'memenangkan', 'penista', 'agama', 'engkau', 'kirimkanlah', 'malaikat', 'maut', 'utk', 'menyelesu']","['allah', 'tempuh', 'curang', 'utk', 'menang', 'nista', 'agama', 'engkau', 'kirim', 'malaikat', 'maut', 'utk', 'lesu']"
HS,"kebanyakan fitnah nih mpok silvy","['kebanyakan', 'fitnah', 'nih', 'mpok', 'silvy']","['kebanyakan', 'fitnah', 'nih', 'mpok', 'silvy']","['banyak', 'fitnah', 'nih', 'mpok', 'silvy']"
HS,"fpi pendukung ahok kalah jumlah dengan izin allah kita gusur gubernur koruptor dan penista agama https    jppglrgie","['fpi', 'pendukung', 'ahok', 'kalah', 'jumlah', 'dengan', 'izin', 'allah', 'kita', 'gusur', 'gubernur', 'koruptor', 'dan', 'penista', 'agama', 'https', 'jppglrgie']","['fpi', 'pendukung', 'ahok', 'kalah', 'izin', 'allah', 'gusur', 'gubernur', 'koruptor', 'penista', 'agama', 'https', 'jppglrgie']","['fpi', 'dukung', 'ahok', 'kalah', 'izin', 'allah', 'gusur', 'gubernur', 'koruptor', 'nista', 'agama', 'https', 'jppglrgie']"
HS,"pemimpinnya gak punya akhlak baik penista agama https    pnegdjmpch","['pemimpinnya', 'gak', 'punya', 'akhlak', 'baik', 'penista', 'agama', 'https', 'pnegdjmpch']","['pemimpinnya', 'gak', 'akhlak', 'penista', 'agama', 'https', 'pnegdjmpch']","['pimpin', 'gak', 'akhlak', 'nista', 'agama', 'https', 'pnegdjmpch']"
HS,"tapi twit begini asik kita jadi tau yang mana akun akun pro penista agama akun akun buzzer yang kerjanya menghujat","['tapi', 'twit', 'begini', 'asik', 'kita', 'jadi', 'tau', 'yang', 'mana', 'akun', 'akun', 'pro', 'penista', 'agama', 'akun', 'akun', 'buzzer', 'yang', 'kerjanya', 'menghujat']","['twit', 'asik', 'tau', 'akun', 'akun', 'pro', 'penista', 'agama', 'akun', 'akun', 'buzzer', 'kerjanya', 'menghujat']","['twit', 'asik', 'tau', 'akun', 'akun', 'pro', 'nista', 'agama', 'akun', 'akun', 'buzzer', 'kerja', 'hujat']"
HS,"sepertinya cucunya dajjal telah hadir","['sepertinya', 'cucunya', 'dajjal', 'telah', 'hadir']","['cucunya', 'dajjal', 'hadir']","['cucu', 'dajjal', 'hadir']"
HS,"mereka siang malam maki ulama kita nongkrongi medsos ulamanbela penista agama sombongnya minta ampun","['mereka', 'siang', 'malam', 'maki', 'ulama', 'kita', 'nongkrongi', 'medsos', 'ulamanbela', 'penista', 'agama', 'sombongnya', 'minta', 'ampun']","['siang', 'malam', 'maki', 'ulama', 'nongkrongi', 'medsos', 'ulamanbela', 'penista', 'agama', 'sombongnya', 'ampun']","['siang', 'malam', 'maki', 'ulama', 'nongkrongi', 'medsos', 'ulamanbela', 'nista', 'agama', 'sombong', 'ampun']"
HS,"ada apa dengan mayoritas etnis china dki nmengapa begitu solid mendukung penista agama islam ndendam ntidak nasionalis","['ada', 'apa', 'dengan', 'mayoritas', 'etnis', 'china', 'dki', 'nmengapa', 'begitu', 'solid', 'mendukung', 'penista', 'agama', 'islam', 'ndendam', 'ntidak', 'nasionalis']","['mayoritas', 'etnis', 'china', 'dki', 'nmengapa', 'solid', 'mendukung', 'penista', 'agama', 'islam', 'ndendam', 'ntidak', 'nasionalis']","['mayoritas', 'etnis', 'china', 'dki', 'nmengapa', 'solid', 'dukung', 'nista', 'agama', 'islam', 'ndendam', 'ntidak', 'nasionalis']"
HS,"mukanya mpo silvy asem bangett ngakak kena deh abis jahat sih","['mukanya', 'mpo', 'silvy', 'asem', 'bangett', 'ngakak', 'kena', 'deh', 'abis', 'jahat', 'sih']","['mukanya', 'mpo', 'silvy', 'asem', 'bangett', 'ngakak', 'kena', 'deh', 'abis', 'jahat', 'sih']","['muka', 'mpo', 'silvy', 'asem', 'bangett', 'ngakak', 'kena', 'deh', 'abis', 'jahat', 'sih']"
HS,"gara belain terdakwa penista agama jadi remek semua sukurin","['gara', 'belain', 'terdakwa', 'penista', 'agama', 'jadi', 'remek', 'semua', 'sukurin']","['gara', 'belain', 'terdakwa', 'penista', 'agama', 'remek', 'sukurin']","['gara', 'bain', 'dakwa', 'nista', 'agama', 'rek', 'sukurin']"
HS,"sekumpulan teman penista agamantdk ada empati buat korban banjir hanya koar memuji junjunganya https    xqfktdgx","['sekumpulan', 'teman', 'penista', 'agamantdk', 'ada', 'empati', 'buat', 'korban', 'banjir', 'hanya', 'koar', 'memuji', 'junjunganya', 'https', 'xqfktdgx']","['sekumpulan', 'teman', 'penista', 'agamantdk', 'empati', 'korban', 'banjir', 'koar', 'memuji', 'junjunganya', 'https', 'xqfktdgx']","['kumpul', 'teman', 'nista', 'agamantdk', 'empati', 'korban', 'banjir', 'koar', 'puji', 'junjunganya', 'https', 'xqfktdgx']"
HS,"penjarakan penista agama atau turun https    vqhtnxarz","['penjarakan', 'penista', 'agama', 'atau', 'turun', 'https', 'vqhtnxarz']","['penjarakan', 'penista', 'agama', 'turun', 'https', 'vqhtnxarz']","['penjara', 'nista', 'agama', 'turun', 'https', 'vqhtnxarz']"
HS,"penista agama jaga mulut aja gabisa apalagi jaga jkt","['penista', 'agama', 'jaga', 'mulut', 'aja', 'gabisa', 'apalagi', 'jaga', 'jkt']","['penista', 'agama', 'jaga', 'mulut', 'aja', 'gabisa', 'jaga', 'jkt']","['nista', 'agama', 'jaga', 'mulut', 'aja', 'gabisa', 'jaga', 'jkt']"
HS,"ahok program paslon ini programnya ngambang yaiyalah pakkk gak ada program diaa cma ada celaan","['ahok', 'program', 'paslon', 'ini', 'programnya', 'ngambang', 'yaiyalah', 'pakkk', 'gak', 'ada', 'program', 'diaa', 'cma', 'ada', 'celaan']","['ahok', 'program', 'paslon', 'programnya', 'ngambang', 'yaiyalah', 'pakkk', 'gak', 'program', 'diaa', 'cma', 'celaan']","['ahok', 'program', 'paslon', 'program', 'ngambang', 'yaiyalah', 'pakkk', 'gak', 'program', 'diaa', 'cma', 'cela']"
HS,"akui saja ahok dan djarot kalian gagal atasi banjir orang kena banjir anda sibuk sidang kasus penista agama","['akui', 'saja', 'ahok', 'dan', 'djarot', 'kalian', 'gagal', 'atasi', 'banjir', 'orang', 'kena', 'banjir', 'anda', 'sibuk', 'sidang', 'kasus', 'penista', 'agama']","['akui', 'ahok', 'djarot', 'gagal', 'atasi', 'banjir', 'orang', 'kena', 'banjir', 'sibuk', 'sidang', 'penista', 'agama']","['aku', 'ahok', 'djarot', 'gagal', 'atas', 'banjir', 'orang', 'kena', 'banjir', 'sibuk', 'sidang', 'nista', 'agama']"
HS,"julay iyaa ahog ngak pantes jadi pemimpin pantesnya penista agama dipenjarakan https    yhhoqwxs","['julay', 'iyaa', 'ahog', 'ngak', 'pantes', 'jadi', 'pemimpin', 'pantesnya', 'penista', 'agama', 'dipenjarakan', 'https', 'yhhoqwxs']","['julay', 'iyaa', 'ahog', 'ngak', 'pantes', 'pemimpin', 'pantesnya', 'penista', 'agama', 'dipenjarakan', 'https', 'yhhoqwxs']","['julay', 'iyaa', 'ahog', 'ngak', 'pantes', 'pimpin', 'pantesnya', 'nista', 'agama', 'penjara', 'https', 'yhhoqwxs']"
HS,"overdosis tv membela penista agama https    irarpyw","['overdosis', 'tv', 'membela', 'penista', 'agama', 'https', 'irarpyw']","['overdosis', 'tv', 'membela', 'penista', 'agama', 'https', 'irarpyw']","['overdosis', 'tv', 'bela', 'nista', 'agama', 'https', 'irarpyw']"
HS,"kaga masuk diakal kite kalo suara seorang penista agama dah dikutuk ame umat islam suara nye bisa tinggi emang sengaja ditinggiin tuh","['kaga', 'masuk', 'diakal', 'kite', 'kalo', 'suara', 'seorang', 'penista', 'agama', 'dah', 'dikutuk', 'ame', 'umat', 'islam', 'suara', 'nye', 'bisa', 'tinggi', 'emang', 'sengaja', 'ditinggiin', 'tuh']","['kaga', 'masuk', 'diakal', 'kite', 'kalo', 'suara', 'penista', 'agama', 'dah', 'dikutuk', 'ame', 'umat', 'islam', 'suara', 'nye', 'emang', 'sengaja', 'ditinggiin', 'tuh']","['kaga', 'masuk', 'akal', 'kite', 'kalo', 'suara', 'nista', 'agama', 'dah', 'kutuk', 'ame', 'umat', 'islam', 'suara', 'nye', 'emang', 'sengaja', 'ditinggiin', 'tuh']"
HS,"pantasan pecat menteri data ngawur dan memkasakan betul hahaha","['pantasan', 'pecat', 'menteri', 'data', 'ngawur', 'dan', 'memkasakan', 'betul', 'hahaha']","['pantasan', 'pecat', 'menteri', 'data', 'ngawur', 'memkasakan', 'hahaha']","['pantas', 'pecat', 'menteri', 'data', 'ngawur', 'memkasakan', 'hahaha']"
HS,"penjarakan ahoax penista agama atau jokowi turun https    xoweakisk","['penjarakan', 'ahoax', 'penista', 'agama', 'atau', 'jokowi', 'turun', 'https', 'xoweakisk']","['penjarakan', 'ahoax', 'penista', 'agama', 'jokowi', 'turun', 'https', 'xoweakisk']","['penjara', 'ahoax', 'nista', 'agama', 'jokowi', 'turun', 'https', 'xoweakisk']"
HS,"napa dibiarin tim penista agama maen curang maren emang sengaja dibiarin biar ntar digaplok umat islam rame jakarta tuh penista","['napa', 'dibiarin', 'tim', 'penista', 'agama', 'maen', 'curang', 'maren', 'emang', 'sengaja', 'dibiarin', 'biar', 'ntar', 'digaplok', 'umat', 'islam', 'rame', 'jakarta', 'tuh', 'penista']","['napa', 'dibiarin', 'tim', 'penista', 'agama', 'maen', 'curang', 'maren', 'emang', 'sengaja', 'dibiarin', 'biar', 'ntar', 'digaplok', 'umat', 'islam', 'rame', 'jakarta', 'tuh', 'penista']","['napa', 'dibiarin', 'tim', 'nista', 'agama', 'maen', 'curang', 'maren', 'emang', 'sengaja', 'dibiarin', 'biar', 'ntar', 'gaplok', 'umat', 'islam', 'rame', 'jakarta', 'tuh', 'nista']"
HS,"hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk","['hahahahhahaa', 'silvy', 'ohh', 'silvy', 'cacingan', 'amat', 'loe', 'ahhh', 'wkwkwkwkwkk']","['hahahahhahaa', 'silvy', 'ohh', 'silvy', 'cacingan', 'loe', 'ahhh', 'wkwkwkwkwkk']","['hahahahhahaa', 'silvy', 'ohh', 'silvy', 'cacing', 'loe', 'ahhh', 'wkwkwkwkwkk']"
HS,"angin ahok taik menfitnah emang tukang caci maki perempuannn asuuu","['angin', 'ahok', 'taik', 'menfitnah', 'emang', 'tukang', 'caci', 'maki', 'perempuannn', 'asuuu']","['angin', 'ahok', 'taik', 'menfitnah', 'emang', 'tukang', 'caci', 'maki', 'perempuannn', 'asuuu']","['angin', 'ahok', 'taik', 'menfitnah', 'emang', 'tukang', 'caci', 'maki', 'perempuannn', 'asuuu']"
HS,"fakta bilang fitnah","['fakta', 'bilang', 'fitnah']","['fakta', 'bilang', 'fitnah']","['fakta', 'bilang', 'fitnah']"
HS,"shame you silvy malu fitnah tuh rasain pak ahok panas skak mat","['shame', 'you', 'silvy', 'malu', 'fitnah', 'tuh', 'rasain', 'pak', 'ahok', 'panas', 'skak', 'mat']","['shame', 'you', 'silvy', 'malu', 'fitnah', 'tuh', 'rasain', 'ahok', 'panas', 'skak', 'mat']","['shame', 'you', 'silvy', 'malu', 'fitnah', 'tuh', 'rasain', 'ahok', 'panas', 'skak', 'mat']"
HS,"silvi anti pns level rendah katanya","['silvi', 'anti', 'pns', 'level', 'rendah', 'katanya']","['silvi', 'anti', 'pns', 'level', 'rendah']","['silvi', 'anti', 'pns', 'level', 'rendah']"
HS,"hanya orang islam yang bodoh dan goblok yang memilik ahok","['hanya', 'orang', 'islam', 'yang', 'bodoh', 'dan', 'goblok', 'yang', 'memilik', 'ahok']","['orang', 'islam', 'bodoh', 'goblok', 'memilik', 'ahok']","['orang', 'islam', 'bodoh', 'goblok', 'milik', 'ahok']"
HS,"fitnah fpi pecah adalah ulah ahoker melihat elektabilitas ahok tinggal mereka kelojotan melihat mui muhammadi","['fitnah', 'fpi', 'pecah', 'adalah', 'ulah', 'ahoker', 'melihat', 'elektabilitas', 'ahok', 'tinggal', 'mereka', 'kelojotan', 'melihat', 'mui', 'muhammadi']","['fitnah', 'fpi', 'pecah', 'ulah', 'ahoker', 'elektabilitas', 'ahok', 'tinggal', 'kelojotan', 'mui', 'muhammadi']","['fitnah', 'fpi', 'pecah', 'ulah', 'ahoker', 'elektabilitas', 'ahok', 'tinggal', 'kelojot', 'mui', 'muhammad']"
HS,"norak banget iklan mantan mendikbud ini tambah gak respech inilah tenun kebangsaan dia maksud u https    uxheykblg","['norak', 'banget', 'iklan', 'mantan', 'mendikbud', 'ini', 'tambah', 'gak', 'respech', 'inilah', 'tenun', 'kebangsaan', 'dia', 'maksud', 'u', 'https', 'uxheykblg']","['norak', 'banget', 'iklan', 'mantan', 'mendikbud', 'gak', 'respech', 'tenun', 'kebangsaan', 'maksud', 'u', 'https', 'uxheykblg']","['norak', 'banget', 'iklan', 'mantan', 'mendikbud', 'gak', 'respech', 'tenun', 'bangsa', 'maksud', 'u', 'https', 'uxheykblg']"
HS,"nebar kebencian itu ahok mbak masa mbak gak tau sih sampai dia jadi terdakwa loh","['nebar', 'kebencian', 'itu', 'ahok', 'mbak', 'masa', 'mbak', 'gak', 'tau', 'sih', 'sampai', 'dia', 'jadi', 'terdakwa', 'loh']","['nebar', 'kebencian', 'ahok', 'mbak', 'mbak', 'gak', 'tau', 'sih', 'terdakwa', 'loh']","['nebar', 'benci', 'ahok', 'mbak', 'mbak', 'gak', 'tau', 'sih', 'dakwa', 'loh']"
HS,"pertanyaan dari sylvi gak mutu amat","['pertanyaan', 'dari', 'sylvi', 'gak', 'mutu', 'amat']","['sylvi', 'gak', 'mutu']","['sylvi', 'gak', 'mutu']"
HS,"huuu sylvi tak tahu apa apa asal ngoceh","['huuu', 'sylvi', 'tak', 'tahu', 'apa', 'apa', 'asal', 'ngoceh']","['huuu', 'sylvi', 'ngoceh']","['huuu', 'sylvi', 'ngoceh']"
HS,"sylvi keliatan bloonnya","['sylvi', 'keliatan', 'bloonnya']","['sylvi', 'keliatan', 'bloonnya']","['sylvi', 'liat', 'bloonnya']"
HS,"ahoax penista agama kembali mengolok olok surat maidah","['ahoax', 'penista', 'agama', 'kembali', 'mengolok', 'olok', 'surat', 'maidah']","['ahoax', 'penista', 'agama', 'mengolok', 'olok', 'surat', 'maidah']","['ahoax', 'nista', 'agama', 'olok', 'olok', 'surat', 'maidah']"
HS,"pemimpinnya gak punya akhlak baik penista agama","['pemimpinnya', 'gak', 'punya', 'akhlak', 'baik', 'penista', 'agama']","['pemimpinnya', 'gak', 'akhlak', 'penista', 'agama']","['pimpin', 'gak', 'akhlak', 'nista', 'agama']"
HS,"mati kau hok","['mati', 'kau', 'hok']","['mati', 'kau', 'hok']","['mati', 'kau', 'hok']"
HS,"punya program bisanya cuma fitnah ciri orang demen ngambil kjp kontan","['punya', 'program', 'bisanya', 'cuma', 'fitnah', 'ciri', 'orang', 'demen', 'ngambil', 'kjp', 'kontan']","['program', 'bisanya', 'fitnah', 'ciri', 'orang', 'demen', 'ngambil', 'kjp', 'kontan']","['program', 'bisa', 'fitnah', 'ciri', 'orang', 'demen', 'ngambil', 'kjp', 'kontan']"
HS,"mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat maklum sih dese emakemak","['mpok', 'silvi', 'nyinyir', 'melulu', 'pertanyaan', 'nya', 'tapi', 'sayang', 'sesat', 'maklum', 'sih', 'dese', 'emakemak']","['mpok', 'silvi', 'nyinyir', 'melulu', 'nya', 'sayang', 'sesat', 'maklum', 'sih', 'dese', 'emakemak']","['mpok', 'silvi', 'nyinyir', 'melulu', 'nya', 'sayang', 'sesat', 'maklum', 'sih', 'dese', 'emakemak']"
HS,"hahaha jelas buat pilkada dasar polisi made cina pelindung penista agama","['hahaha', 'jelas', 'buat', 'pilkada', 'dasar', 'polisi', 'made', 'cina', 'pelindung', 'penista', 'agama']","['hahaha', 'pilkada', 'dasar', 'polisi', 'made', 'cina', 'pelindung', 'penista', 'agama']","['hahaha', 'pilkada', 'dasar', 'polisi', 'made', 'cina', 'lindung', 'nista', 'agama']"
HS,"kurangnya pemberdayaan wanita dki jakarta bisa dilihat dari telaknya perbedaan warna muka dan warna tangan mpok sylvi","['kurangnya', 'pemberdayaan', 'wanita', 'dki', 'jakarta', 'bisa', 'dilihat', 'dari', 'telaknya', 'perbedaan', 'warna', 'muka', 'dan', 'warna', 'tangan', 'mpok', 'sylvi']","['kurangnya', 'pemberdayaan', 'wanita', 'dki', 'jakarta', 'telaknya', 'perbedaan', 'warna', 'muka', 'warna', 'tangan', 'mpok', 'sylvi']","['kurang', 'daya', 'wanita', 'dki', 'jakarta', 'telak', 'beda', 'warna', 'muka', 'warna', 'tangan', 'mpok', 'sylvi']"
HS,"agus silvy tukang fitnah","['agus', 'silvy', 'tukang', 'fitnah']","['agus', 'silvy', 'tukang', 'fitnah']","['agus', 'silvy', 'tukang', 'fitnah']"
HS,"yaudah gus sini kalo sakit secara fisik daripada verbal gebukin rame","['yaudah', 'gus', 'sini', 'kalo', 'sakit', 'secara', 'fisik', 'daripada', 'verbal', 'gebukin', 'rame']","['yaudah', 'gus', 'kalo', 'sakit', 'fisik', 'verbal', 'gebukin', 'rame']","['yaudah', 'gus', 'kalo', 'sakit', 'fisik', 'verbal', 'gebukin', 'rame']"
HS,"keluarga kita gak ada maling coyy gak perlu trauma kaleeeee emang kluarga ente","['keluarga', 'kita', 'gak', 'ada', 'maling', 'coyy', 'gak', 'perlu', 'trauma', 'kaleeeee', 'emang', 'kluarga', 'ente']","['keluarga', 'gak', 'maling', 'coyy', 'gak', 'trauma', 'kaleeeee', 'emang', 'kluarga', 'ente']","['keluarga', 'gak', 'maling', 'coyy', 'gak', 'trauma', 'kaleeeee', 'emang', 'kluarga', 'ente']"
HS,"kaitkan jokowi dengan ahok kata johan budi kata kami sebab jokowi anjing sedangkan ahok babi jelas berbeda walaupun otaknya sama","['kaitkan', 'jokowi', 'dengan', 'ahok', 'kata', 'johan', 'budi', 'kata', 'kami', 'sebab', 'jokowi', 'anjing', 'sedangkan', 'ahok', 'babi', 'jelas', 'berbeda', 'walaupun', 'otaknya', 'sama']","['kaitkan', 'jokowi', 'ahok', 'johan', 'budi', 'jokowi', 'anjing', 'ahok', 'babi', 'berbeda', 'otaknya']","['kait', 'jokowi', 'ahok', 'johan', 'budi', 'jokowi', 'anjing', 'ahok', 'babi', 'beda', 'otak']"
HS,"bajingan silvy","['bajingan', 'silvy']","['bajingan', 'silvy']","['bajing', 'silvy']"
HS,"hasil akhir menyatakan melindungi ahok terdakwa penista agama","['hasil', 'akhir', 'menyatakan', 'melindungi', 'ahok', 'terdakwa', 'penista', 'agama']","['hasil', 'melindungi', 'ahok', 'terdakwa', 'penista', 'agama']","['hasil', 'lindung', 'ahok', 'dakwa', 'nista', 'agama']"
HS,"selepas banjir jakarta  pendukung ahok mengganti narasi doa semua demi keuntungan sang penista agama","['selepas', 'banjir', 'jakarta', 'pendukung', 'ahok', 'mengganti', 'narasi', 'doa', 'semua', 'demi', 'keuntungan', 'sang', 'penista', 'agama']","['selepas', 'banjir', 'jakarta', 'pendukung', 'ahok', 'mengganti', 'narasi', 'doa', 'keuntungan', 'sang', 'penista', 'agama']","['lepas', 'banjir', 'jakarta', 'dukung', 'ahok', 'ganti', 'narasi', 'doa', 'untung', 'sang', 'nista', 'agama']"
HS,"tionghoa katanya kaya kok pada putus sekolah kebanyakan dugem","['tionghoa', 'katanya', 'kaya', 'kok', 'pada', 'putus', 'sekolah', 'kebanyakan', 'dugem']","['tionghoa', 'kaya', 'putus', 'sekolah', 'kebanyakan', 'dugem']","['tionghoa', 'kaya', 'putus', 'sekolah', 'banyak', 'dugem']"
HS,"gusur ahok demi indonesia teladan buruk pembangkangan hukum dan anti kemanusiaan jakarta jgn tertular daerah","['gusur', 'ahok', 'demi', 'indonesia', 'teladan', 'buruk', 'pembangkangan', 'hukum', 'dan', 'anti', 'kemanusiaan', 'jakarta', 'jgn', 'tertular', 'daerah']","['gusur', 'ahok', 'indonesia', 'teladan', 'buruk', 'pembangkangan', 'hukum', 'anti', 'kemanusiaan', 'jakarta', 'jgn', 'tertular', 'daerah']","['gusur', 'ahok', 'indonesia', 'teladan', 'buruk', 'bangkang', 'hukum', 'anti', 'manusia', 'jakarta', 'jgn', 'tular', 'daerah']"
HS,"buat ahoker yang takut matinya disholatin tenang ada abu janda ust gadungan siap sholatin ahoker jokower","['buat', 'ahoker', 'yang', 'takut', 'matinya', 'disholatin', 'tenang', 'ada', 'abu', 'janda', 'ust', 'gadungan', 'siap', 'sholatin', 'ahoker', 'jokower']","['ahoker', 'takut', 'matinya', 'disholatin', 'tenang', 'abu', 'janda', 'ust', 'gadungan', 'sholatin', 'ahoker', 'jokower']","['ahoker', 'takut', 'mati', 'disholatin', 'tenang', 'abu', 'janda', 'ust', 'gadungan', 'sholatin', 'ahoker', 'jokower']"
HS,"mampuuss tembak dalem banget silvyy urusin tuh dapurr gak punya program demennya nyerang terus","['mampuuss', 'tembak', 'dalem', 'banget', 'silvyy', 'urusin', 'tuh', 'dapurr', 'gak', 'punya', 'program', 'demennya', 'nyerang', 'terus']","['mampuuss', 'tembak', 'dalem', 'banget', 'silvyy', 'urusin', 'tuh', 'dapurr', 'gak', 'program', 'demennya', 'nyerang']","['mampuuss', 'tembak', 'dalem', 'banget', 'silvyy', 'urusin', 'tuh', 'dapurr', 'gak', 'program', 'demen', 'nyerang']"
HS,"anjir baru kali ini lihat orang bego mau debat pilkada kerjanya nyerang karakter shame you mpok silvy and agus","['anjir', 'baru', 'kali', 'ini', 'lihat', 'orang', 'bego', 'mau', 'debat', 'pilkada', 'kerjanya', 'nyerang', 'karakter', 'shame', 'you', 'mpok', 'silvy', 'and', 'agus']","['anjir', 'kali', 'lihat', 'orang', 'bego', 'debat', 'pilkada', 'kerjanya', 'nyerang', 'karakter', 'shame', 'you', 'mpok', 'silvy', 'and', 'agus']","['anjir', 'kali', 'lihat', 'orang', 'bego', 'debat', 'pilkada', 'kerja', 'nyerang', 'karakter', 'shame', 'you', 'mpok', 'silvy', 'and', 'agus']"
HS,"uang taipan tuh nanti dibayar dengan ratusan penggusuran biadab oleh ahok","['uang', 'taipan', 'tuh', 'nanti', 'dibayar', 'dengan', 'ratusan', 'penggusuran', 'biadab', 'oleh', 'ahok']","['uang', 'taipan', 'tuh', 'dibayar', 'ratusan', 'penggusuran', 'biadab', 'ahok']","['uang', 'taipan', 'tuh', 'bayar', 'ratus', 'gusur', 'biadab', 'ahok']"
HS,"cina asu https    zmbsjaiha","['cina', 'asu', 'https', 'zmbsjaiha']","['cina', 'asu', 'https', 'zmbsjaiha']","['cina', 'asu', 'https', 'zmbsjaiha']"
HS,"ketika ngomong sylvi keliatan oke tapi begitu didebat ahok sylvi langsung kekuatan goblok","['ketika', 'ngomong', 'sylvi', 'keliatan', 'oke', 'tapi', 'begitu', 'didebat', 'ahok', 'sylvi', 'langsung', 'kekuatan', 'goblok']","['ngomong', 'sylvi', 'keliatan', 'oke', 'didebat', 'ahok', 'sylvi', 'langsung', 'kekuatan', 'goblok']","['ngomong', 'sylvi', 'liat', 'oke', 'debat', 'ahok', 'sylvi', 'langsung', 'kuat', 'goblok']"
HS,"jangankan banjir tuhan aja dilawan sama ahok tapi jakarta hari ini bukan banjir hanya genangan","['jangankan', 'banjir', 'tuhan', 'aja', 'dilawan', 'sama', 'ahok', 'tapi', 'jakarta', 'hari', 'ini', 'bukan', 'banjir', 'hanya', 'genangan']","['banjir', 'tuhan', 'aja', 'dilawan', 'ahok', 'jakarta', 'banjir', 'genangan']","['banjir', 'tuhan', 'aja', 'lawan', 'ahok', 'jakarta', 'banjir', 'genang']"
HS,"ada pemimpim pribumi knp pilih pemimpin impor beradab tukang berbohong yuk pribumikan dki milik bangsa ind","['ada', 'pemimpim', 'pribumi', 'knp', 'pilih', 'pemimpin', 'impor', 'beradab', 'tukang', 'berbohong', 'yuk', 'pribumikan', 'dki', 'milik', 'bangsa', 'ind']","['pemimpim', 'pribumi', 'knp', 'pilih', 'pemimpin', 'impor', 'beradab', 'tukang', 'berbohong', 'yuk', 'pribumikan', 'dki', 'milik', 'bangsa', 'ind']","['pemimpim', 'pribumi', 'knp', 'pilih', 'pimpin', 'impor', 'adab', 'tukang', 'bohong', 'yuk', 'pribumi', 'dki', 'milik', 'bangsa', 'ind']"
HS,"karna dia punya program hanya modal bacot doang","['karna', 'dia', 'punya', 'program', 'hanya', 'modal', 'bacot', 'doang']","['karna', 'program', 'modal', 'bacot', 'doang']","['karna', 'program', 'modal', 'bacot', 'doang']"
HS,"pendukung berarti dia bagian penista agama tersebut dukung gerakan ini","['pendukung', 'berarti', 'dia', 'bagian', 'penista', 'agama', 'tersebut', 'dukung', 'gerakan', 'ini']","['pendukung', 'penista', 'agama', 'dukung', 'gerakan']","['dukung', 'nista', 'agama', 'dukung', 'gera']"
HS,"narkoba paling berbahaya adalah ilusi kesucian ahok sang penista","['narkoba', 'paling', 'berbahaya', 'adalah', 'ilusi', 'kesucian', 'ahok', 'sang', 'penista']","['narkoba', 'berbahaya', 'ilusi', 'kesucian', 'ahok', 'sang', 'penista']","['narkoba', 'bahaya', 'ilusi', 'suci', 'ahok', 'sang', 'nista']"
HS,"emang ahok siapa orang penting dia hanya penista agama","['emang', 'ahok', 'siapa', 'orang', 'penting', 'dia', 'hanya', 'penista', 'agama']","['emang', 'ahok', 'orang', 'penista', 'agama']","['emang', 'ahok', 'orang', 'nista', 'agama']"
HS,"cina mah duitnya dari hasil maling indonesia balikin lgi berkedok invest plus bawa gembel napi dari cina negeri nenek moyang ahok","['cina', 'mah', 'duitnya', 'dari', 'hasil', 'maling', 'indonesia', 'balikin', 'lgi', 'berkedok', 'invest', 'plus', 'bawa', 'gembel', 'napi', 'dari', 'cina', 'negeri', 'nenek', 'moyang', 'ahok']","['cina', 'mah', 'duitnya', 'hasil', 'maling', 'indonesia', 'balikin', 'lgi', 'berkedok', 'invest', 'plus', 'bawa', 'gembel', 'napi', 'cina', 'negeri', 'nenek', 'moyang', 'ahok']","['cina', 'mah', 'duit', 'hasil', 'maling', 'indonesia', 'balikin', 'lgi', 'kedok', 'invest', 'plus', 'bawa', 'gembel', 'napi', 'cina', 'negeri', 'nenek', 'moyang', 'ahok']"
HS,"tangkap ahok btp skrng juga koruptor reklamasi jakarta dan penista agama islam","['tangkap', 'ahok', 'btp', 'skrng', 'juga', 'koruptor', 'reklamasi', 'jakarta', 'dan', 'penista', 'agama', 'islam']","['tangkap', 'ahok', 'btp', 'skrng', 'koruptor', 'reklamasi', 'jakarta', 'penista', 'agama', 'islam']","['tangkap', 'ahok', 'btp', 'skrng', 'koruptor', 'reklamasi', 'jakarta', 'nista', 'agama', 'islam']"
HS,"keliatan banget bego nya mpok silvy and agus","['keliatan', 'banget', 'bego', 'nya', 'mpok', 'silvy', 'and', 'agus']","['keliatan', 'banget', 'bego', 'nya', 'mpok', 'silvy', 'and', 'agus']","['liat', 'banget', 'bego', 'nya', 'mpok', 'silvy', 'and', 'agus']"
